Player,Liga,Pos,Squad,Height,Value
tomas palacios,Serie A,Centre-Back,Inter Milan,1.96,4000000.0
francesco acerbi,Serie A,Centre-Back,Inter Milan,1.92,3000000.0
christos alexiou,Serie A,Centre-Back,Inter Milan,1.86,800000.0
alessandro fontanarosa,Serie A,Centre-Back,Inter Milan,1.85,700000.0
gabriele re cecconi,Serie A,Centre-Back,Inter Milan,,700000.0
federico dimarco,Serie A,Left-Back,Inter Milan,1.75,50000000.0
carlos augusto,Serie A,Left-Back,Inter Milan,1.84,26000000.0
matteo cocchi,Serie A,Left-Back,Inter Milan,1.79,1500000.0
matteo motta,Serie A,Left-Back,Inter Milan,,200000.0
denzel dumfries,Serie A,Right-Back,Inter Milan,1.88,35000000.0
matteo darmian,Serie A,Right-Back,Inter Milan,1.83,2500000.0
mike aidoo,Serie A,Right-Back,Inter Milan,1.7,500000.0
hakan calhanoglu,Serie A,Defensive Midfield,Inter Milan,1.78,30000000.0
petar sucic,Serie A,Defensive Midfield,Inter Milan,1.83,14000000.0
kristjan asllani,Serie A,Defensive Midfield,Inter Milan,1.79,13000000.0
mattia zanchetta,Serie A,Defensive Midfield,Inter Milan,,450000.0
nicolo barella,Serie A,Central Midfield,Inter Milan,1.75,75000000.0
davide frattesi,Serie A,Central Midfield,Inter Milan,1.78,35000000.0
piotr zielinski,Serie A,Central Midfield,Inter Milan,1.8,10000000.0
henrikh mkhitaryan,Serie A,Central Midfield,Inter Milan,1.77,4000000.0
thomas berenbruch,Serie A,Central Midfield,Inter Milan,1.77,1500000.0
luka topalovic,Serie A,Central Midfield,Inter Milan,1.87,1500000.0
luis henrique,Serie A,Right Midfield,Inter Milan,1.81,25000000.0
nicola zalewski,Serie A,Left Midfield,Inter Milan,1.75,12000000.0
valentin carboni,Serie A,Attacking Midfield,Inter Milan,1.85,12000000.0
daniele quieto,Serie A,Attacking Midfield,Inter Milan,1.7,250000.0
tajon buchanan,Serie A,Right Winger,Inter Milan,1.83,6000000.0
giacomo de pieri,Serie A,Right Winger,Inter Milan,1.74,1500000.0
sebastiano esposito,Serie A,Second Striker,Inter Milan,1.83,8500000.0
joaquin correa,Serie A,Second Striker,Inter Milan,1.88,3000000.0
lautaro martinez,Serie A,Centre-Forward,Inter Milan,1.74,95000000.0
marcus thuram,Serie A,Centre-Forward,Inter Milan,1.92,75000000.0
pio esposito,Serie A,Centre-Forward,Inter Milan,1.91,25000000.0
mehdi taremi,Serie A,Centre-Forward,Inter Milan,1.85,3500000.0
marko arnautovic,Serie A,Centre-Forward,Inter Milan,1.92,3000000.0
matteo spinacce,Serie A,Centre-Forward,Inter Milan,,750000.0
matteo lavelli,Serie A,Centre-Forward,Inter Milan,,350000.0
michele di gregorio,Serie A,Goalkeeper,Juventus FC,1.87,18000000.0
mattia perin,Serie A,Goalkeeper,Juventus FC,1.88,2500000.0
giovanni daffara,Serie A,Goalkeeper,Juventus FC,1.94,500000.0
carlo pinsoglio,Serie A,Goalkeeper,Juventus FC,1.94,200000.0
giovanni garofani,Serie A,Goalkeeper,Juventus FC,1.88,75000.0
bremer,Serie A,Centre-Back,Juventus FC,1.88,50000000.0
pierre kalulu,Serie A,Centre-Back,Juventus FC,1.82,28000000.0
renato veiga,Serie A,Centre-Back,Juventus FC,1.9,25000000.0
federico gatti,Serie A,Centre-Back,Juventus FC,1.9,24000000.0
lloyd kelly,Serie A,Centre-Back,Juventus FC,1.89,16000000.0
danilo,Serie A,Centre-Back,Juventus FC,1.84,3500000.0
daniele rugani,Serie A,Centre-Back,Juventus FC,1.9,3000000.0
javier gil,Serie A,Centre-Back,Juventus FC,1.92,1200000.0
niccolo rizzo,Serie A,Centre-Back,Juventus FC,1.92,
alfonso montero,Serie A,Centre-Back,Juventus FC,1.85,
andrea cambiaso,Serie A,Left-Back,Juventus FC,1.82,35000000.0
juan cabal,Serie A,Left-Back,Juventus FC,1.86,9000000.0
jonas rouhi,Serie A,Left-Back,Juventus FC,1.83,2000000.0
riccardo turicchia,Serie A,Left-Back,Juventus FC,1.8,700000.0
nicolo savona,Serie A,Right-Back,Juventus FC,1.92,12000000.0
alberto costa,Serie A,Right-Back,Juventus FC,1.86,10000000.0
manuel locatelli,Serie A,Defensive Midfield,Juventus FC,1.85,30000000.0
khephren thuram,Serie A,Central Midfield,Juventus FC,1.92,40000000.0
douglas luiz,Serie A,Central Midfield,Juventus FC,1.77,30000000.0
weston mckennie,Serie A,Central Midfield,Juventus FC,1.85,22000000.0
nicolo fagioli,Serie A,Central Midfield,Juventus FC,1.78,18000000.0
augusto owusu,Serie A,Central Midfield,Juventus FC,,700000.0
filip kostic,Serie A,Left Midfield,Juventus FC,1.84,5000000.0
filippo pagnucco,Serie A,Left Midfield,Juventus FC,1.8,850000.0
teun koopmeiners,Serie A,Attacking Midfield,Juventus FC,1.84,35000000.0
vasilije adzic,Serie A,Attacking Midfield,Juventus FC,1.85,4000000.0
christos papadopoulos,Serie A,Attacking Midfield,Juventus FC,1.88,700000.0
kenan yldz,Serie A,Left Winger,Juventus FC,1.87,50000000.0
samuel mbangula,Serie A,Left Winger,Juventus FC,1.79,14000000.0
francisco conceicao,Serie A,Right Winger,Juventus FC,1.7,28000000.0
nico gonzalez,Serie A,Right Winger,Juventus FC,1.8,24000000.0
timothy weah,Serie A,Right Winger,Juventus FC,1.83,17000000.0
alessandro pietrelli,Serie A,Right Winger,Juventus FC,1.94,800000.0
lorenzo anghele,Serie A,Second Striker,Juventus FC,,700000.0
dusan vlahovic,Serie A,Centre-Forward,Juventus FC,1.9,35000000.0
randal kolo muani,Serie A,Centre-Forward,Juventus FC,1.87,30000000.0
arkadiusz milik,Serie A,Centre-Forward,Juventus FC,1.86,2000000.0
diego pugno,Serie A,Centre-Forward,Juventus FC,,300000.0
mike maignan,Serie A,Goalkeeper,AC Milan,1.91,25000000.0
marco sportiello,Serie A,Goalkeeper,AC Milan,1.92,1000000.0
lorenzo torriani,Serie A,Goalkeeper,AC Milan,1.97,500000.0
noah raveyre,Serie A,Goalkeeper,AC Milan,,300000.0
lapo nava,Serie A,Goalkeeper,AC Milan,1.97,100000.0
fikayo tomori,Serie A,Centre-Back,AC Milan,1.85,20000000.0
malick thiaw,Serie A,Centre-Back,AC Milan,1.94,18000000.0
strahinja pavlovic,Serie A,Centre-Back,AC Milan,1.94,18000000.0
matteo gabbia,Serie A,Centre-Back,AC Milan,1.85,14000000.0
theo hernandez,Serie A,Left-Back,AC Milan,1.84,35000000.0
davide bartesaghi,Serie A,Left-Back,AC Milan,1.93,1800000.0
alex jimenez,Serie A,Right-Back,AC Milan,1.77,15000000.0
emerson royal,Serie A,Right-Back,AC Milan,1.83,9000000.0
davide calabria,Serie A,Right-Back,AC Milan,1.76,4500000.0
kyle walker,Serie A,Right-Back,AC Milan,1.83,4000000.0
filippo terracciano,Serie A,Right-Back,AC Milan,1.86,3200000.0
alessandro florenzi,Serie A,Right-Back,AC Milan,1.73,1000000.0
youssouf fofana,Serie A,Defensive Midfield,AC Milan,1.85,30000000.0
ismael bennacer,Serie A,Defensive Midfield,AC Milan,1.75,15000000.0
silvano vos,Serie A,Defensive Midfield,AC Milan,1.89,1400000.0
tijjani reijnders,Serie A,Central Midfield,AC Milan,1.85,60000000.0
yunus musah,Serie A,Central Midfield,AC Milan,1.78,20000000.0
ruben loftuscheek,Serie A,Central Midfield,AC Milan,1.91,10000000.0
warren bondo,Serie A,Central Midfield,AC Milan,1.77,10000000.0
kevin zeroli,Serie A,Central Midfield,AC Milan,1.87,4000000.0
mattia liberali,Serie A,Attacking Midfield,AC Milan,1.69,4000000.0
hugo cuenca,Serie A,Attacking Midfield,AC Milan,1.83,300000.0
rafael leao,Serie A,Left Winger,AC Milan,1.88,70000000.0
noah okafor,Serie A,Left Winger,AC Milan,1.85,13000000.0
riccardo sottil,Serie A,Left Winger,AC Milan,1.8,5000000.0
chaka traore,Serie A,Left Winger,AC Milan,1.75,1000000.0
christian pulisic,Serie A,Right Winger,AC Milan,1.77,50000000.0
alexis saelemaekers,Serie A,Right Winger,AC Milan,1.8,17000000.0
samuel chukwueze,Serie A,Right Winger,AC Milan,1.72,10000000.0
bob murphy omoregbe,Serie A,Right Winger,AC Milan,1.85,100000.0
joao felix,Serie A,Second Striker,AC Milan,1.81,20000000.0
santiago gimenez,Serie A,Centre-Forward,AC Milan,1.83,30000000.0
tammy abraham,Serie A,Centre-Forward,AC Milan,1.94,15000000.0
alvaro morata,Serie A,Centre-Forward,AC Milan,1.89,11000000.0
francesco camarda,Serie A,Centre-Forward,AC Milan,1.89,10000000.0
luka jovic,Serie A,Centre-Forward,AC Milan,1.82,4500000.0
marco carnesecchi,Serie A,Goalkeeper,Atalanta BC,1.91,25000000.0
juan musso,Serie A,Goalkeeper,Atalanta BC,1.91,3500000.0
rui patricio,Serie A,Goalkeeper,Atalanta BC,1.9,800000.0
paolo vismara,Serie A,Goalkeeper,Atalanta BC,1.95,700000.0
matevz dajcar,Serie A,Goalkeeper,Atalanta BC,1.9,100000.0
francesco rossi,Serie A,Goalkeeper,Atalanta BC,1.93,100000.0
giorgio scalvini,Serie A,Centre-Back,Atalanta BC,1.94,35000000.0
isak hien,Serie A,Centre-Back,Atalanta BC,1.91,30000000.0
odilon kossounou,Serie A,Centre-Back,Atalanta BC,1.91,25000000.0
stefan posch,Serie A,Centre-Back,Atalanta BC,1.9,8000000.0
sead kolasinac,Serie A,Centre-Back,Atalanta BC,1.83,7000000.0
ben godfrey,Serie A,Centre-Back,Atalanta BC,1.84,6000000.0
berat djimsiti,Serie A,Centre-Back,Atalanta BC,1.9,6000000.0
rafael toloi,Serie A,Centre-Back,Atalanta BC,1.85,1400000.0
relja obric,Serie A,Centre-Back,Atalanta BC,1.94,800000.0
tommaso del lungo,Serie A,Centre-Back,Atalanta BC,1.86,500000.0
pietro comi,Serie A,Centre-Back,Atalanta BC,,250000.0
pietro tornaghi,Serie A,Centre-Back,Atalanta BC,,200000.0
matteo ruggeri,Serie A,Left-Back,Atalanta BC,1.87,16000000.0
mitchel bakker,Serie A,Left-Back,Atalanta BC,1.89,7000000.0
ibrahim sulemana,Serie A,Defensive Midfield,Atalanta BC,1.8,7000000.0
marten de roon,Serie A,Defensive Midfield,Atalanta BC,1.85,5000000.0
ederson,Serie A,Central Midfield,Atalanta BC,1.83,50000000.0
mario pasalic,Serie A,Central Midfield,Atalanta BC,1.88,10000000.0
marco brescianini,Serie A,Central Midfield,Atalanta BC,1.88,8000000.0
lorenzo riccio,Serie A,Central Midfield,Atalanta BC,1.87,950000.0
alberto manzoni,Serie A,Central Midfield,Atalanta BC,1.78,900000.0
federico steffanoni,Serie A,Central Midfield,Atalanta BC,1.8,
raoul bellanova,Serie A,Right Midfield,Atalanta BC,1.88,24000000.0
davide zappacosta,Serie A,Right Midfield,Atalanta BC,1.82,5000000.0
marco palestra,Serie A,Right Midfield,Atalanta BC,1.86,3500000.0
juan cuadrado,Serie A,Right Midfield,Atalanta BC,1.76,1000000.0
javison idele,Serie A,Right Midfield,Atalanta BC,,400000.0
lorenzo bernasconi,Serie A,Left Midfield,Atalanta BC,1.9,800000.0
charles de ketelaere,Serie A,Attacking Midfield,Atalanta BC,1.92,35000000.0
lazar samardzic,Serie A,Attacking Midfield,Atalanta BC,1.84,17000000.0
nicolo zaniolo,Serie A,Attacking Midfield,Atalanta BC,1.9,12000000.0
daniel maldini,Serie A,Attacking Midfield,Atalanta BC,1.88,10000000.0
federico cassa,Serie A,Attacking Midfield,Atalanta BC,,800000.0
ademola lookman,Serie A,Second Striker,Atalanta BC,1.74,60000000.0
dominic vavassori,Serie A,Second Striker,Atalanta BC,1.77,1500000.0
mateo retegui,Serie A,Centre-Forward,Atalanta BC,1.86,45000000.0
gianluca scamacca,Serie A,Centre-Forward,Atalanta BC,1.95,24000000.0
vanja vlahovic,Serie A,Centre-Forward,Atalanta BC,1.84,6000000.0
alex meret,Serie A,Goalkeeper,SSC Napoli,1.9,18000000.0
elia caprile,Serie A,Goalkeeper,SSC Napoli,1.91,9000000.0
simone scuffet,Serie A,Goalkeeper,SSC Napoli,1.93,2000000.0
nikita contini,Serie A,Goalkeeper,SSC Napoli,1.9,400000.0
claudio turi,Serie A,Goalkeeper,SSC Napoli,1.87,150000.0
alessandro buongiorno,Serie A,Centre-Back,SSC Napoli,1.9,50000000.0
amir rrahmani,Serie A,Centre-Back,SSC Napoli,1.92,12000000.0
natan,Serie A,Centre-Back,SSC Napoli,1.88,9000000.0
rafa marin,Serie A,Centre-Back,SSC Napoli,1.91,7000000.0
juan jesus,Serie A,Centre-Back,SSC Napoli,1.85,1500000.0
mattia esposito,Serie A,Centre-Back,SSC Napoli,,75000.0
mathias olivera,Serie A,Left-Back,SSC Napoli,1.85,20000000.0
leonardo spinazzola,Serie A,Left-Back,SSC Napoli,1.86,3500000.0
giovanni di lorenzo,Serie A,Right-Back,SSC Napoli,1.83,12000000.0
pasquale mazzocchi,Serie A,Right-Back,SSC Napoli,1.83,2500000.0
francesco mezzoni,Serie A,Right-Back,SSC Napoli,1.81,200000.0
stanislav lobotka,Serie A,Defensive Midfield,SSC Napoli,1.68,25000000.0
billy gilmour,Serie A,Defensive Midfield,SSC Napoli,1.7,20000000.0
francesco gioielli,Serie A,Defensive Midfield,SSC Napoli,,75000.0
scott mctominay,Serie A,Central Midfield,SSC Napoli,1.91,50000000.0
frank anguissa,Serie A,Central Midfield,SSC Napoli,1.84,27000000.0
philip billing,Serie A,Central Midfield,SSC Napoli,1.93,10000000.0
michael folorunsho,Serie A,Central Midfield,SSC Napoli,1.9,6000000.0
luis hasa,Serie A,Central Midfield,SSC Napoli,1.72,1000000.0
gennaro iaccarino,Serie A,Central Midfield,SSC Napoli,1.75,300000.0
coli saco,Serie A,Central Midfield,SSC Napoli,1.97,250000.0
gianluca gaetano,Serie A,Attacking Midfield,SSC Napoli,1.83,4000000.0
khvicha kvaratskhelia,Serie A,Left Winger,SSC Napoli,1.83,90000000.0
noah okafor,Serie A,Left Winger,SSC Napoli,1.85,13000000.0
alessio zerbin,Serie A,Left Winger,SSC Napoli,1.82,4000000.0
david neres,Serie A,Right Winger,SSC Napoli,1.76,30000000.0
matteo politano,Serie A,Right Winger,SSC Napoli,1.71,10000000.0
cyril ngonge,Serie A,Right Winger,SSC Napoli,1.8,8000000.0
giacomo raspadori,Serie A,Second Striker,SSC Napoli,1.72,25000000.0
romelu lukaku,Serie A,Centre-Forward,SSC Napoli,1.91,22000000.0
giovanni simeone,Serie A,Centre-Forward,SSC Napoli,1.8,5000000.0
walid cheddira,Serie A,Centre-Forward,SSC Napoli,1.87,2500000.0
mile svilar,Serie A,Goalkeeper,AS Roma,1.89,25000000.0
mathew ryan,Serie A,Goalkeeper,AS Roma,1.84,2500000.0
pierluigi gollini,Serie A,Goalkeeper,AS Roma,1.94,1000000.0
renato marin,Serie A,Goalkeeper,AS Roma,1.93,500000.0
giorgio de marzi,Serie A,Goalkeeper,AS Roma,,
alessio marcaccini,Serie A,Goalkeeper,AS Roma,,
evan ndicka,Serie A,Centre-Back,AS Roma,1.92,30000000.0
gianluca mancini,Serie A,Centre-Back,AS Roma,1.9,15000000.0
victor nelsson,Serie A,Centre-Back,AS Roma,1.85,10000000.0
mario hermoso,Serie A,Centre-Back,AS Roma,1.84,7000000.0
mats hummels,Serie A,Centre-Back,AS Roma,1.91,2000000.0
chris smalling,Serie A,Centre-Back,AS Roma,1.94,1500000.0
federico nardin,Serie A,Centre-Back,AS Roma,,
angelino,Serie A,Left-Back,AS Roma,1.71,20000000.0
anass salaheddine,Serie A,Left-Back,AS Roma,1.81,8000000.0
samuel dahl,Serie A,Left-Back,AS Roma,1.74,7000000.0
devyne rensch,Serie A,Right-Back,AS Roma,1.81,10000000.0
zeki celik,Serie A,Right-Back,AS Roma,1.8,6000000.0
saud abdulhamid,Serie A,Right-Back,AS Roma,1.75,3000000.0
buba sangare,Serie A,Right-Back,AS Roma,1.83,1000000.0
lucas gournadouath,Serie A,Defensive Midfield,AS Roma,1.85,8000000.0
bryan cristante,Serie A,Defensive Midfield,AS Roma,1.86,7000000.0
leandro paredes,Serie A,Defensive Midfield,AS Roma,1.8,5000000.0
alessandro romano,Serie A,Defensive Midfield,AS Roma,,500000.0
manu kone,Serie A,Central Midfield,AS Roma,1.85,40000000.0
enzo le fee,Serie A,Central Midfield,AS Roma,1.73,18000000.0
niccolo pisilli,Serie A,Central Midfield,AS Roma,1.8,13000000.0
edoardo bove,Serie A,Central Midfield,AS Roma,1.81,5000000.0
nicola zalewski,Serie A,Left Midfield,AS Roma,1.75,12000000.0
tommaso baldanzi,Serie A,Attacking Midfield,AS Roma,1.7,12000000.0
lorenzo pellegrini,Serie A,Attacking Midfield,AS Roma,1.86,9000000.0
stephan el shaarawy,Serie A,Left Winger,AS Roma,1.78,3500000.0
matias soule,Serie A,Right Winger,AS Roma,1.82,30000000.0
alexis saelemaekers,Serie A,Right Winger,AS Roma,1.8,17000000.0
joao costa,Serie A,Right Winger,AS Roma,1.78,2800000.0
paulo dybala,Serie A,Second Striker,AS Roma,1.77,8000000.0
artem dovbyk,Serie A,Centre-Forward,AS Roma,1.89,30000000.0
tammy abraham,Serie A,Centre-Forward,AS Roma,1.94,15000000.0
eldor shomurodov,Serie A,Centre-Forward,AS Roma,1.9,5000000.0
david de gea,Serie A,Goalkeeper,ACF Fiorentina,1.92,5000000.0
tommaso martinelli,Serie A,Goalkeeper,ACF Fiorentina,1.94,1800000.0
pietro terracciano,Serie A,Goalkeeper,ACF Fiorentina,1.93,1000000.0
pietro leonardelli,Serie A,Goalkeeper,ACF Fiorentina,,125000.0
pietro comuzzo,Serie A,Centre-Back,ACF Fiorentina,1.85,25000000.0
luca ranieri,Serie A,Centre-Back,ACF Fiorentina,1.87,12000000.0
marin pongracic,Serie A,Centre-Back,ACF Fiorentina,1.93,10000000.0
lucas martinez quarta,Serie A,Centre-Back,ACF Fiorentina,1.83,7000000.0
nicolas valentini,Serie A,Centre-Back,ACF Fiorentina,1.87,6000000.0
pablo mari,Serie A,Centre-Back,ACF Fiorentina,1.93,3500000.0
matias moreno,Serie A,Centre-Back,ACF Fiorentina,1.93,3400000.0
eddy kouadio,Serie A,Centre-Back,ACF Fiorentina,1.91,275000.0
leonardo baroncelli,Serie A,Centre-Back,ACF Fiorentina,1.9,200000.0
lorenzo romani,Serie A,Centre-Back,ACF Fiorentina,,125000.0
niccolo fortini,Serie A,Left-Back,ACF Fiorentina,1.85,8500000.0
robin gosens,Serie A,Left-Back,ACF Fiorentina,1.83,8000000.0
fabiano parisi,Serie A,Left-Back,ACF Fiorentina,1.78,6000000.0
cristiano biraghi,Serie A,Left-Back,ACF Fiorentina,1.85,1800000.0
dodo,Serie A,Right-Back,ACF Fiorentina,1.66,24000000.0
michael kayode,Serie A,Right-Back,ACF Fiorentina,1.79,18000000.0
sofyan amrabat,Serie A,Defensive Midfield,ACF Fiorentina,1.85,17000000.0
rolando mandragora,Serie A,Defensive Midfield,ACF Fiorentina,1.83,12000000.0
yacine adli,Serie A,Defensive Midfield,ACF Fiorentina,1.86,11000000.0
danilo cataldi,Serie A,Defensive Midfield,ACF Fiorentina,1.8,3500000.0
nicolo fagioli,Serie A,Central Midfield,ACF Fiorentina,1.78,18000000.0
amir richardson,Serie A,Central Midfield,ACF Fiorentina,1.97,8500000.0
michael folorunsho,Serie A,Central Midfield,ACF Fiorentina,1.9,6000000.0
alessandro bianco,Serie A,Central Midfield,ACF Fiorentina,1.73,5000000.0
edoardo bove,Serie A,Central Midfield,ACF Fiorentina,1.81,5000000.0
cher ndour,Serie A,Central Midfield,ACF Fiorentina,1.9,5000000.0
gino infantino,Serie A,Central Midfield,ACF Fiorentina,1.78,2000000.0
jonas harder,Serie A,Central Midfield,ACF Fiorentina,1.78,900000.0
lucas beltran,Serie A,Attacking Midfield,ACF Fiorentina,1.76,18000000.0
nicolo zaniolo,Serie A,Attacking Midfield,ACF Fiorentina,1.9,12000000.0
andrea colpani,Serie A,Attacking Midfield,ACF Fiorentina,1.84,9500000.0
antonin barak,Serie A,Attacking Midfield,ACF Fiorentina,1.9,2500000.0
