Player,Squad,Season,Competition,Pos,Min,MP,Starts,Value,performance_score,penalty_score,adjusted_score,Evaluated_Position
jesus navas,sevilla,2023-2024,laliga,Right-Back,2003.0,29.0,25.0,2500000.0,0.36021983008534053,0.0305,0.32971983008534056,Right-Back
zeki celik,roma,2023-2024,serie-a,Right-Back,671.0,17.0,6.0,6000000.0,0.3007783272447345,0.0521,0.24867832724473452,Right-Back
silvan widmer,mainz 05,2023-2024,bundesliga,Right-Back,1242.0,20.0,13.0,3000000.0,0.31850998176732864,0.037599999999999995,0.2809099817673286,Right-Back
neco williams,nott'ham forest,2023-2024,premier-league,Right-Back,1637.0,26.0,18.0,17000000.0,0.406660621554102,0.0697,0.336960621554102,Right-Back
pascal stenzel,stuttgart,2023-2024,bundesliga,Right-Back,1064.0,23.0,14.0,2500000.0,0.3506637402721032,0.0527,0.29796374027210315,Right-Back
carmona,getafe,2023-2024,laliga,Right-Back,1313.0,30.0,15.0,3500000.0,0.28759760610460144,0.07819999999999999,0.20939760610460145,Right-Back
thomas meunier,dortmund,2023-2024,bundesliga,Right-Back,586.0,8.0,7.0,2500000.0,0.3183241031053999,0.0368,0.2815241031053999,Right-Back
marnon busch,heidenheim,2024-2025,bundesliga,Right-Back,1396.0,23.0,15.0,1200000.0,0.2280628590973561,0.0326,0.1954628590973561,Right-Back
ignace van der brempt,como,2024-2025,serie-a,Right-Back,1257.0,20.0,14.0,4000000.0,0.20972159725447137,0.050699999999999995,0.15902159725447138,Right-Back
arthur,leverkusen,2024-2025,bundesliga,Right-Back,752.0,20.0,7.0,7000000.0,0.20600674739983868,0.0575,0.14850674739983868,Right-Back
emil holm,bologna,2024-2025,serie-a,Right-Back,1137.0,21.0,12.0,8000000.0,0.23269729510168066,0.06670000000000001,0.16599729510168065,Right-Back
leonidas stergiou,stuttgart,2024-2025,bundesliga,Right-Back,852.0,12.0,11.0,5000000.0,0.20240562212034963,0.032,0.17040562212034963,Right-Back
jules kounde,barcelona,2024-2025,laliga,Right-Back,2605.0,32.0,29.0,65000000.0,0.3219383165746832,0.0385,0.2834383165746832,Right-Back
roman dixon,everton,2024-2025,premier-league,Right-Back,90.0,1.0,1.0,200000.0,0.12703979980648944,0.02,0.10703979980648944,Right-Back
nordi mukiele,leverkusen,2024-2025,bundesliga,Right-Back,899.0,15.0,10.0,10000000.0,0.20384851521551814,0.044000000000000004,0.15984851521551813,Right-Back
ivan smolcic,como,2024-2025,serie-a,Right-Back,630.0,9.0,7.0,1800000.0,0.159882934533446,0.0444,0.11548293453344599,Right-Back
adam marusic,lazio,2024-2025,serie-a,Right-Back,2337.0,35.0,26.0,3500000.0,0.18637158838822906,0.0235,0.16287158838822907,Right-Back
joel veltman,brighton,2024-2025,premier-league,Right-Back,1697.0,21.0,19.0,4000000.0,0.2097662511142195,0.0399,0.16986625111421952,Right-Back
mateu morey,mallorca,2024-2025,laliga,Right-Back,741.0,16.0,8.0,800000.0,0.19229077890194934,0.0701,0.12219077890194935,Right-Back
gonzalo montiel,sevilla,2024-2025,laliga,Right-Back,113.0,6.0,1.0,5000000.0,0.1763451296522623,0.0638,0.1125451296522623,Right-Back
diogo dalot,manchester utd,2024-2025,premier-league,Right-Back,2814.0,33.0,31.0,30000000.0,0.2803555591868435,0.0432,0.2371555591868435,Right-Back
ridle baku,rb leipzig,2024-2025,bundesliga,Right-Back,1275.0,19.0,15.0,9000000.0,0.1740217151009189,0.0495,0.1245217151009189,Right-Back
vlad chiriches,cremonese,2022-2023,serie-a,Defensive Midfield,983.0,16.0,14.0,900000.0,0.24901885612771216,0.0292,0.21981885612771215,Defensive Midfield
miguel veloso,hellas verona,2022-2023,serie-a,Defensive Midfield,1163.0,22.0,14.0,500000.0,0.2438867298016334,0.0455,0.1983867298016334,Defensive Midfield
sebastian rudy,hoffenheim,2022-2023,bundesliga,Defensive Midfield,794.0,22.0,6.0,1000000.0,0.2203740954563281,0.06690000000000002,0.1534740954563281,Defensive Midfield
christian nrgaard,brentford,2022-2023,premier-league,Defensive Midfield,1763.0,22.0,21.0,16000000.0,0.2171283722021209,0.0495,0.1676283722021209,Defensive Midfield
manuel locatelli,juventus,2022-2023,serie-a,Defensive Midfield,2446.0,32.0,29.0,30000000.0,0.3090896686608517,0.049600000000000005,0.25948966866085166,Defensive Midfield
rodrigo battaglia,mallorca,2022-2023,laliga,Defensive Midfield,686.0,15.0,8.0,1500000.0,0.1602235206563927,0.056600000000000004,0.10362352065639269,Defensive Midfield
cheikhou kouyate,nott'ham forest,2022-2023,premier-league,Defensive Midfield,882.0,21.0,10.0,2000000.0,0.1594299996095456,0.06540000000000001,0.09402999960954558,Defensive Midfield
mohamed elneny,arsenal,2022-2023,premier-league,Defensive Midfield,113.0,5.0,1.0,6000000.0,0.09275058339531177,0.008,0.08475058339531177,Defensive Midfield
denis zakaria,juventus,2022-2023,serie-a,Defensive Midfield,123.0,2.0,1.0,18000000.0,0.106470699363401,0.0219,0.084570699363401,Defensive Midfield
jairo riedewald,crystal palace,2022-2023,premier-league,Defensive Midfield,64.0,6.0,0.0,3000000.0,0.20822165699419892,0.0281,0.1801216569941989,Defensive Midfield
oriol romeu,girona,2022-2023,laliga,Defensive Midfield,2950.0,33.0,33.0,5000000.0,0.2895125107135354,0.0552,0.2343125107135354,Defensive Midfield
billy gilmour,brighton,2022-2023,premier-league,Defensive Midfield,507.0,14.0,7.0,12000000.0,0.1999505394812084,0.048100000000000004,0.15185053948120839,Defensive Midfield
francis coquelin,villarreal,2022-2023,laliga,Defensive Midfield,748.0,16.0,9.0,3000000.0,0.1628303674401255,0.0757,0.08713036744012549,Defensive Midfield
idrissa gana gueye,everton,2022-2023,premier-league,Defensive Midfield,2577.0,33.0,32.0,5000000.0,0.28253428771692857,0.050600000000000006,0.23193428771692856,Defensive Midfield
ilia gruev,werder bremen,2023-2024,bundesliga,Defensive Midfield,4.0,1.0,0.0,5000000.0,0.011993300274720328,0.45,-0.43800669972527967,Defensive Midfield
francis coquelin,villarreal,2023-2024,laliga,Defensive Midfield,910.0,17.0,10.0,1500000.0,0.10681902718325567,0.0545,0.05231902718325567,Defensive Midfield
emre can,dortmund,2023-2024,bundesliga,Defensive Midfield,1953.0,25.0,22.0,10000000.0,0.19996421492162575,0.056600000000000004,0.14336421492162574,Defensive Midfield
danilo cataldi,lazio,2023-2024,serie-a,Defensive Midfield,1361.0,28.0,15.0,5500000.0,0.14006137979619443,0.0446,0.09546137979619443,Defensive Midfield
lucas tousart,union berlin,2023-2024,bundesliga,Defensive Midfield,1572.0,23.0,18.0,7000000.0,0.10922801670271423,0.060700000000000004,0.04852801670271423,Defensive Midfield
leander dendoncker,aston villa,2023-2024,premier-league,Defensive Midfield,119.0,8.0,1.0,7000000.0,0.08712344264104983,0.07590000000000001,0.011223442641049824,Defensive Midfield
daniel boloca,sassuolo,2023-2024,serie-a,Defensive Midfield,2022.0,30.0,23.0,7000000.0,0.16766668818088423,0.0522,0.11546668818088424,Defensive Midfield
senne lynen,werder bremen,2023-2024,bundesliga,Defensive Midfield,1797.0,32.0,20.0,7000000.0,0.1420821936209543,0.043500000000000004,0.0985821936209543,Defensive Midfield
oriol romeu,barcelona,2023-2024,laliga,Defensive Midfield,936.0,28.0,11.0,2000000.0,0.1414951302291217,0.0499,0.09159513022912169,Defensive Midfield
leonardo mendicino,atalanta,2023-2024,serie-a,Defensive Midfield,1.0,1.0,0.0,800000.0,0.0,0.0,0.0,Defensive Midfield
yacine adli,milan,2023-2024,serie-a,Defensive Midfield,1407.0,24.0,17.0,15000000.0,0.19033437795198455,0.049600000000000005,0.14073437795198454,Defensive Midfield
uros racic,sassuolo,2023-2024,serie-a,Defensive Midfield,820.0,22.0,8.0,2500000.0,0.09867195826429073,0.033,0.06567195826429073,Defensive Midfield
leandro paredes,roma,2023-2024,serie-a,Defensive Midfield,2634.0,34.0,32.0,8000000.0,0.26219900479210856,0.0417,0.22049900479210854,Defensive Midfield
danilo,nott'ham forest,2023-2024,premier-league,Defensive Midfield,1792.0,29.0,20.0,28000000.0,0.13698668124716176,0.0376,0.09938668124716177,Defensive Midfield
jesper karlstrom,udinese,2024-2025,serie-a,Defensive Midfield,3186.0,37.0,36.0,4000000.0,0.28433688422738757,0.0462,0.23813688422738757,Defensive Midfield
razvan marin,cagliari,2024-2025,serie-a,Defensive Midfield,1406.0,33.0,13.0,3500000.0,0.1950969862291182,0.062200000000000005,0.1328969862291182,Defensive Midfield
diadie samassekou,hoffenheim,2024-2025,bundesliga,Defensive Midfield,290.0,8.0,6.0,1000000.0,0.17573294281089444,0.037200000000000004,0.13853294281089443,Defensive Midfield
tyler adams,bournemouth,2024-2025,premier-league,Defensive Midfield,1965.0,28.0,21.0,18000000.0,0.3120647423188213,0.054,0.2580647423188213,Defensive Midfield
william carvalho,betis,2024-2025,laliga,Defensive Midfield,484.0,14.0,6.0,1500000.0,0.25190733720651065,0.052300000000000006,0.19960733720651064,Defensive Midfield
billy gilmour,napoli,2024-2025,serie-a,Defensive Midfield,1177.0,26.0,13.0,20000000.0,0.26722368566665594,0.0267,0.24052368566665594,Defensive Midfield
anton stach,hoffenheim,2024-2025,bundesliga,Defensive Midfield,2585.0,30.0,29.0,14000000.0,0.3689108081868426,0.040100000000000004,0.32881080818684255,Defensive Midfield
mandela keita,parma,2024-2025,serie-a,Defensive Midfield,1826.0,30.0,24.0,12000000.0,0.2121227699124569,0.06539999999999999,0.14672276991245692,Defensive Midfield
guido rodriguez,west ham,2024-2025,premier-league,Defensive Midfield,1149.0,23.0,16.0,10000000.0,0.2507581823991737,0.046299999999999994,0.20445818239917368,Defensive Midfield
tomas soucek,west ham,2024-2025,premier-league,Defensive Midfield,2567.0,35.0,30.0,18000000.0,0.22085798933308,0.0445,0.17635798933308,Defensive Midfield
lennard maloney,mainz 05,2024-2025,bundesliga,Defensive Midfield,26.0,5.0,0.0,3500000.0,0.3159623064633627,0.2768,0.03916230646336272,Defensive Midfield
sasa lukic,fulham,2024-2025,premier-league,Defensive Midfield,2344.0,30.0,28.0,14000000.0,0.26625446720278245,0.0561,0.21015446720278247,Defensive Midfield
reda belahyane,hellas verona,2024-2025,serie-a,Defensive Midfield,1658.0,22.0,17.0,10000000.0,0.2211188881248485,0.0755,0.14561888812484852,Defensive Midfield
yangel herrera,girona,2022-2023,laliga,Central Midfield,963.0,20.0,12.0,5000000.0,0.11425863514846828,0.10750000000000001,0.006758635148468264,Central Midfield
frank onyeka,brentford,2022-2023,premier-league,Central Midfield,848.0,21.0,8.0,8000000.0,0.09058531722450854,0.0488,0.04178531722450853,Central Midfield
roberto pereyra,udinese,2022-2023,serie-a,Central Midfield,2820.0,34.0,33.0,6000000.0,0.21585643321840645,0.056999999999999995,0.15885643321840645,Central Midfield
declan rice,west ham,2022-2023,premier-league,Central Midfield,3273.0,37.0,36.0,90000000.0,0.31373203657588267,0.0324,0.2813320365758827,Central Midfield
domingos quina,elche,2022-2023,laliga,Central Midfield,275.0,10.0,2.0,1800000.0,0.10659437562816733,0.1671,-0.06050562437183267,Central Midfield
kevin kampl,rb leipzig,2022-2023,bundesliga,Central Midfield,1372.0,30.0,16.0,3500000.0,0.1473596447578871,0.0557,0.0916596447578871,Central Midfield
finn ole becker,hoffenheim,2022-2023,bundesliga,Central Midfield,513.0,13.0,6.0,2500000.0,0.08333223153141567,0.0334,0.04993223153141567,Central Midfield
fabio miretti,juventus,2022-2023,serie-a,Central Midfield,1234.0,27.0,14.0,15000000.0,0.13198656972768139,0.08990000000000001,0.04208656972768138,Central Midfield
pathe ciss,rayo vallecano,2022-2023,laliga,Central Midfield,1282.0,32.0,12.0,3000000.0,0.13973499101395861,0.0631,0.07663499101395861,Central Midfield
christian acella,cremonese,2022-2023,serie-a,Central Midfield,15.0,1.0,0.0,150000.0,0.030921257916498204,0.06,-0.029078742083501793,Central Midfield
santi comesana,rayo vallecano,2022-2023,laliga,Central Midfield,2451.0,35.0,29.0,7500000.0,0.2214598682425768,0.0636,0.1578598682425768,Central Midfield
piotr zielinski,napoli,2022-2023,serie-a,Central Midfield,2287.0,37.0,27.0,35000000.0,0.24640073807547008,0.0343,0.21210073807547009,Central Midfield
nikolas nartey,stuttgart,2022-2023,bundesliga,Central Midfield,473.0,9.0,5.0,1500000.0,0.10040568031509052,0.057,0.04340568031509052,Central Midfield
fran beltran,celta vigo,2022-2023,laliga,Central Midfield,2855.0,36.0,33.0,15000000.0,0.21424307290460437,0.0341,0.18014307290460438,Central Midfield
janik haberer,union berlin,2022-2023,bundesliga,Central Midfield,2187.0,32.0,30.0,7000000.0,0.1163268512862248,0.0456,0.0707268512862248,Central Midfield
arne maier,augsburg,2022-2023,bundesliga,Central Midfield,1960.0,30.0,24.0,6500000.0,0.12008073583773661,0.0514,0.06868073583773661,Central Midfield
gonzalo escalante,cremonese,2022-2023,serie-a,Central Midfield,555.0,9.0,7.0,2000000.0,0.10357312967707553,0.0599,0.04367312967707553,Central Midfield
darko brasanac,osasuna,2022-2023,laliga,Central Midfield,1041.0,25.0,9.0,2000000.0,0.10855586457679978,0.061200000000000004,0.04735586457679977,Central Midfield
pedro ortiz,sevilla,2022-2023,laliga,Central Midfield,1.0,1.0,0.0,200000.0,0.07890870044442777,0.9,-0.8210912995555723,Central Midfield
scott mctominay,manchester utd,2022-2023,premier-league,Central Midfield,1160.0,24.0,10.0,25000000.0,0.11999258895351775,0.09230000000000001,0.02769258895351774,Central Midfield
tom davies,everton,2022-2023,premier-league,Central Midfield,538.0,19.0,4.0,9000000.0,0.08049639005996673,0.082,-0.0015036099400332764,Central Midfield
sergi darder,mallorca,2023-2024,laliga,Central Midfield,2157.0,36.0,21.0,6000000.0,0.16947671770403122,0.053000000000000005,0.11647671770403122,Central Midfield
kike perez,rayo vallecano,2023-2024,laliga,Central Midfield,835.0,24.0,9.0,3000000.0,0.11094273780158839,0.1345,-0.023557262198411616,Central Midfield
andre gomes,everton,2023-2024,premier-league,Central Midfield,508.0,12.0,3.0,10000000.0,0.09574706785004464,0.09580000000000001,-5.29321499553731e-05,Central Midfield
nicolas dominguez,nott'ham forest,2023-2024,premier-league,Central Midfield,1495.0,26.0,19.0,17000000.0,0.1445273428780771,0.0439,0.10062734287807709,Central Midfield
frenkie de jong,barcelona,2023-2024,laliga,Central Midfield,1634.0,20.0,20.0,70000000.0,0.24190510639082133,0.051699999999999996,0.19020510639082133,Central Midfield
tom krau,mainz 05,2023-2024,bundesliga,Central Midfield,1346.0,29.0,13.0,4000000.0,0.12330117611724989,0.0661,0.05720117611724988,Central Midfield
matheus henrique,sassuolo,2023-2024,serie-a,Central Midfield,2501.0,31.0,27.0,8500000.0,0.15112108279486347,0.0601,0.09102108279486347,Central Midfield
remo freuler,bologna,2023-2024,serie-a,Central Midfield,2624.0,32.0,30.0,6500000.0,0.2058220099592186,0.0482,0.1576220099592186,Central Midfield
aissa laidouni,union berlin,2023-2024,bundesliga,Central Midfield,1071.0,23.0,10.0,6000000.0,0.12696020909151604,0.0774,0.04956020909151604,Central Midfield
domingos quina,udinese,2023-2024,serie-a,Central Midfield,13.0,2.0,0.0,1500000.0,0.03765588792488366,0.0,0.03765588792488366,Central Midfield
roberto pereyra,udinese,2023-2024,serie-a,Central Midfield,1858.0,27.0,22.0,2000000.0,0.11720807645331638,0.0688,0.04840807645331638,Central Midfield
amadou haidara,rb leipzig,2023-2024,bundesliga,Central Midfield,1526.0,21.0,19.0,20000000.0,0.14670428361204485,0.0347,0.11200428361204484,Central Midfield
elvis rexhbecaj,augsburg,2023-2024,bundesliga,Central Midfield,1985.0,25.0,24.0,3500000.0,0.11987741737741282,0.0481,0.07177741737741283,Central Midfield
pablo galdames millan,genoa,2023-2024,serie-a,Central Midfield,11.0,2.0,0.0,1500000.0,0.20821629189992946,0.1636,0.04461629189992947,Central Midfield
alex kral,union berlin,2023-2024,bundesliga,Central Midfield,1370.0,24.0,13.0,5000000.0,0.08740837592372548,0.040100000000000004,0.04730837592372548,Central Midfield
will hughes,crystal palace,2023-2024,premier-league,Central Midfield,1891.0,30.0,23.0,9000000.0,0.13327651353523506,0.0636,0.06967651353523506,Central Midfield
rodrigo de paul,atlético madrid,2023-2024,laliga,Central Midfield,2075.0,34.0,25.0,30000000.0,0.240005636820536,0.0507,0.189305636820536,Central Midfield
alfred duncan,fiorentina,2023-2024,serie-a,Central Midfield,1888.0,30.0,24.0,4000000.0,0.16724797207478592,0.0422,0.1250479720747859,Central Midfield
eduardo camavinga,real madrid,2023-2024,laliga,Central Midfield,1817.0,31.0,21.0,100000000.0,0.21419748715707934,0.077,0.13719748715707936,Central Midfield
ander guevara,alavés,2023-2024,laliga,Central Midfield,2932.0,37.0,33.0,5000000.0,0.1779788160976862,0.0462,0.1317788160976862,Central Midfield
alex scott,bournemouth,2023-2024,premier-league,Central Midfield,1014.0,23.0,11.0,20000000.0,0.12907739992176837,0.0696,0.05947739992176837,Central Midfield
mattias svanberg,wolfsburg,2024-2025,bundesliga,Central Midfield,1219.0,20.0,14.0,12000000.0,0.1300277424271604,0.0496,0.08042774242716039,Central Midfield
unai lopez,rayo vallecano,2024-2025,laliga,Central Midfield,1707.0,32.0,23.0,2500000.0,0.22394045710068405,0.06130000000000001,0.16264045710068403,Central Midfield
luka topalovic,inter,2024-2025,serie-a,Central Midfield,11.0,1.0,0.0,1500000.0,0.13075569973047907,0.0,0.13075569973047907,Central Midfield
nicolas dominguez,nott'ham forest,2024-2025,premier-league,Central Midfield,1963.0,34.0,23.0,18000000.0,0.21406947330867918,0.05140000000000001,0.16266947330867917,Central Midfield
robert wagner,st. pauli,2024-2025,bundesliga,Central Midfield,407.0,12.0,5.0,3000000.0,0.09553773394946234,0.0576,0.03793773394946234,Central Midfield
maxence caqueret,como,2024-2025,serie-a,Central Midfield,1087.0,18.0,15.0,16000000.0,0.19385928315619563,0.0802,0.11365928315619564,Central Midfield
luka sucic,real sociedad,2024-2025,laliga,Central Midfield,1792.0,29.0,21.0,15000000.0,0.20188032661892444,0.0466,0.15528032661892444,Central Midfield
mikel merino,arsenal,2024-2025,premier-league,Central Midfield,1586.0,28.0,17.0,35000000.0,0.17791863701060961,0.0859,0.09201863701060961,Central Midfield
tom bischof,hoffenheim,2024-2025,bundesliga,Central Midfield,2559.0,31.0,30.0,30000000.0,0.3163404006791959,0.0644,0.2519404006791959,Central Midfield
sergi darder,mallorca,2024-2025,laliga,Central Midfield,2744.0,38.0,34.0,4000000.0,0.24924547957787252,0.043699999999999996,0.20554547957787253,Central Midfield
matheus nunes,manchester city,2024-2025,premier-league,Central Midfield,1674.0,26.0,19.0,35000000.0,0.24894460904935123,0.0594,0.18954460904935122,Central Midfield
edoardo bove,fiorentina,2024-2025,serie-a,Central Midfield,836.0,11.0,10.0,5000000.0,0.15597080796454293,0.0633,0.09267080796454294,Central Midfield
jurgen ekkelenkamp,udinese,2024-2025,serie-a,Central Midfield,1892.0,34.0,20.0,7000000.0,0.1712800729406554,0.034300000000000004,0.1369800729406554,Central Midfield
tommaso pobega,bologna,2024-2025,serie-a,Central Midfield,1178.0,21.0,13.0,9000000.0,0.16850162726158155,0.07310000000000001,0.09540162726158154,Central Midfield
amadou haidara,rb leipzig,2024-2025,bundesliga,Central Midfield,1320.0,28.0,16.0,16000000.0,0.1999348434306014,0.0473,0.15263484343060138,Central Midfield
manu kone,roma,2024-2025,serie-a,Central Midfield,2572.0,34.0,31.0,40000000.0,0.23778501993199075,0.0664,0.17138501993199073,Central Midfield
kacper urbanski,bologna,2024-2025,serie-a,Central Midfield,247.0,7.0,1.0,6000000.0,0.13316091990324855,0.091,0.04216091990324855,Central Midfield
enzo fernandez,chelsea,2024-2025,premier-league,Central Midfield,2947.0,36.0,32.0,75000000.0,0.3075252152833947,0.0552,0.2523252152833947,Central Midfield
jon moncayola,osasuna,2024-2025,laliga,Central Midfield,2099.0,32.0,26.0,7000000.0,0.21609403339012023,0.04190000000000001,0.17419403339012024,Central Midfield
mathias jensen,brentford,2024-2025,premier-league,Central Midfield,862.0,24.0,8.0,14000000.0,0.1792560582047329,0.0481,0.1311560582047329,Central Midfield
lewis ferguson,bologna,2024-2025,serie-a,Central Midfield,983.0,16.0,10.0,28000000.0,0.17956665811841915,0.055,0.12456665811841916,Central Midfield
thomas lemar,atlético madrid,2022-2023,laliga,Attacking Midfield,1252.0,27.0,17.0,22000000.0,0.19557998899966209,0.051699999999999996,0.1438799889996621,Attacking Midfield
dejan kulusevski,tottenham,2022-2023,premier-league,Attacking Midfield,2067.0,30.0,23.0,50000000.0,0.23460168561999073,0.10020000000000001,0.13440168561999072,Attacking Midfield
kevin de bruyne,manchester city,2022-2023,premier-league,Attacking Midfield,2417.0,32.0,28.0,70000000.0,0.35622426822332076,0.0496,0.3066242682233208,Attacking Midfield
mikkel damsgaard,brentford,2022-2023,premier-league,Attacking Midfield,988.0,26.0,9.0,13000000.0,0.12105297366741959,0.0473,0.07375297366741959,Attacking Midfield
