Player,Liga,Season,Pos,Squad,Height,Value
luca erlein,Bundesliga,2024-2025,Centre-Back,tsg hoffenheim,1.9,300000.0
noah konig,Bundesliga,2024-2025,Centre-Back,tsg hoffenheim,1.88,250000.0
david jurasek,Bundesliga,2024-2025,Left-Back,tsg hoffenheim,1.83,5000000.0
alexander prass,Bundesliga,2024-2025,Left-Back,tsg hoffenheim,1.8,5000000.0
christopher lenz,Bundesliga,2024-2025,Left-Back,tsg hoffenheim,1.8,500000.0
hennes behrens,Bundesliga,2024-2025,Left-Back,tsg hoffenheim,1.75,350000.0
valentin gendrey,Bundesliga,2024-2025,Right-Back,tsg hoffenheim,1.79,7000000.0
pavel kaderabek,Bundesliga,2024-2025,Right-Back,tsg hoffenheim,1.82,1700000.0
lars strobl,Bundesliga,2024-2025,Right-Back,tsg hoffenheim,1.9,25000.0
anton stach,Bundesliga,2024-2025,Defensive Midfield,tsg hoffenheim,1.94,14000000.0
florian grillitsch,Bundesliga,2024-2025,Defensive Midfield,tsg hoffenheim,1.87,2000000.0
diadie samassekou,Bundesliga,2024-2025,Defensive Midfield,tsg hoffenheim,1.77,1000000.0
tom bischof,Bundesliga,2024-2025,Central Midfield,tsg hoffenheim,1.76,30000000.0
umut tohumcu,Bundesliga,2024-2025,Central Midfield,tsg hoffenheim,1.75,6000000.0
grischa promel,Bundesliga,2024-2025,Central Midfield,tsg hoffenheim,1.84,3000000.0
dennis geiger,Bundesliga,2024-2025,Central Midfield,tsg hoffenheim,1.73,2000000.0
finn becker,Bundesliga,2024-2025,Central Midfield,tsg hoffenheim,1.77,2000000.0
luka duric,Bundesliga,2024-2025,Central Midfield,tsg hoffenheim,1.81,250000.0
andrej kramaric,Bundesliga,2024-2025,Attacking Midfield,tsg hoffenheim,1.77,4000000.0
julian justvan,Bundesliga,2024-2025,Attacking Midfield,tsg hoffenheim,1.77,2200000.0
florian micheler,Bundesliga,2024-2025,Attacking Midfield,tsg hoffenheim,1.85,500000.0
bazoumana toure,Bundesliga,2024-2025,Left Winger,tsg hoffenheim,1.75,9000000.0
jacob bruun larsen,Bundesliga,2024-2025,Left Winger,tsg hoffenheim,1.83,5000000.0
marius bulter,Bundesliga,2024-2025,Left Winger,tsg hoffenheim,1.88,2500000.0
paul hennrich,Bundesliga,2024-2025,Left Winger,tsg hoffenheim,1.81,400000.0
adam hlozek,Bundesliga,2024-2025,Second Striker,tsg hoffenheim,1.88,18000000.0
gift orban,Bundesliga,2024-2025,Centre-Forward,tsg hoffenheim,1.78,10000000.0
max moerstedt,Bundesliga,2024-2025,Centre-Forward,tsg hoffenheim,1.94,7000000.0
mergim berisha,Bundesliga,2024-2025,Centre-Forward,tsg hoffenheim,1.88,3500000.0
haris tabakovic,Bundesliga,2024-2025,Centre-Forward,tsg hoffenheim,1.96,2500000.0
erencan yardmc,Bundesliga,2024-2025,Centre-Forward,tsg hoffenheim,1.88,2500000.0
ihlas bebou,Bundesliga,2024-2025,Centre-Forward,tsg hoffenheim,1.85,1000000.0
david mokwa,Bundesliga,2024-2025,Centre-Forward,tsg hoffenheim,1.8,1000000.0
simon kalambayi,Bundesliga,2024-2025,Centre-Forward,tsg hoffenheim,1.87,175000.0
noah atubolu,Bundesliga,2024-2025,Goalkeeper,sc freiburg,1.9,18000000.0
florian muller,Bundesliga,2024-2025,Goalkeeper,sc freiburg,1.9,1200000.0
jannik huth,Bundesliga,2024-2025,Goalkeeper,sc freiburg,1.85,400000.0
philipp lienhart,Bundesliga,2024-2025,Centre-Back,sc freiburg,1.89,12000000.0
max rosenfelder,Bundesliga,2024-2025,Centre-Back,sc freiburg,1.86,8000000.0
matthias ginter,Bundesliga,2024-2025,Centre-Back,sc freiburg,1.89,7000000.0
bruno ogbus,Bundesliga,2024-2025,Centre-Back,sc freiburg,1.85,1000000.0
kenneth schmidt,Bundesliga,2024-2025,Centre-Back,sc freiburg,1.89,800000.0
manuel gulde,Bundesliga,2024-2025,Centre-Back,sc freiburg,1.84,400000.0
jordy makengo,Bundesliga,2024-2025,Left-Back,sc freiburg,1.91,6000000.0
christian gunter,Bundesliga,2024-2025,Left-Back,sc freiburg,1.84,3500000.0
roland sallai,Bundesliga,2024-2025,Right-Back,sc freiburg,1.83,10000000.0
kiliann sildillia,Bundesliga,2024-2025,Right-Back,sc freiburg,1.86,10000000.0
lukas kubler,Bundesliga,2024-2025,Right-Back,sc freiburg,1.82,1500000.0
patrick osterhage,Bundesliga,2024-2025,Defensive Midfield,sc freiburg,1.86,10000000.0
nicolas hofler,Bundesliga,2024-2025,Defensive Midfield,sc freiburg,1.81,500000.0
maximilian eggestein,Bundesliga,2024-2025,Central Midfield,sc freiburg,1.81,10000000.0
johan manzambi,Bundesliga,2024-2025,Central Midfield,sc freiburg,1.82,8000000.0
yann sturm,Bundesliga,2024-2025,Left Midfield,sc freiburg,1.82,500000.0
merlin rohl,Bundesliga,2024-2025,Attacking Midfield,sc freiburg,1.92,12000000.0
florent muslija,Bundesliga,2024-2025,Attacking Midfield,sc freiburg,1.72,1800000.0
danielkofi kyereh,Bundesliga,2024-2025,Attacking Midfield,sc freiburg,1.79,800000.0
vincenzo grifo,Bundesliga,2024-2025,Left Winger,sc freiburg,1.8,6000000.0
noah weihaupt,Bundesliga,2024-2025,Left Winger,sc freiburg,1.81,5000000.0
ritsu doan,Bundesliga,2024-2025,Right Winger,sc freiburg,1.72,25000000.0
eren dinkci,Bundesliga,2024-2025,Right Winger,sc freiburg,1.88,8000000.0
niklas beste,Bundesliga,2024-2025,Right Winger,sc freiburg,1.75,7000000.0
maximilian philipp,Bundesliga,2024-2025,Second Striker,sc freiburg,1.83,800000.0
junior adamu,Bundesliga,2024-2025,Centre-Forward,sc freiburg,1.83,5000000.0
lucas holer,Bundesliga,2024-2025,Centre-Forward,sc freiburg,1.84,3000000.0
michael gregoritsch,Bundesliga,2024-2025,Centre-Forward,sc freiburg,1.93,3000000.0
robin zentner,Bundesliga,2024-2025,Goalkeeper,fsv mainz,1.94,4000000.0
lasse rie,Bundesliga,2024-2025,Goalkeeper,fsv mainz,1.92,400000.0
daniel batz,Bundesliga,2024-2025,Goalkeeper,fsv mainz,1.91,250000.0
andreas hancheolsen,Bundesliga,2024-2025,Centre-Back,fsv mainz,1.85,6000000.0
moritz jenz,Bundesliga,2024-2025,Centre-Back,fsv mainz,1.9,5000000.0
dominik kohr,Bundesliga,2024-2025,Centre-Back,fsv mainz,1.83,3500000.0
maxim leitsch,Bundesliga,2024-2025,Centre-Back,fsv mainz,1.89,1500000.0
danny da costa,Bundesliga,2024-2025,Centre-Back,fsv mainz,1.87,1500000.0
stefan bell,Bundesliga,2024-2025,Centre-Back,fsv mainz,1.92,800000.0
maxim dal,Bundesliga,2024-2025,Centre-Back,fsv mainz,1.88,150000.0
phillipp mwene,Bundesliga,2024-2025,Left-Back,fsv mainz,1.7,1800000.0
anthony caci,Bundesliga,2024-2025,Right-Back,fsv mainz,1.84,12000000.0
nikolas veratschnig,Bundesliga,2024-2025,Right-Back,fsv mainz,1.8,1500000.0
silvan widmer,Bundesliga,2024-2025,Right-Back,fsv mainz,1.83,1200000.0
kaishu sano,Bundesliga,2024-2025,Defensive Midfield,fsv mainz,1.76,20000000.0
lennard maloney,Bundesliga,2024-2025,Defensive Midfield,fsv mainz,1.88,3500000.0
edimilson fernandes,Bundesliga,2024-2025,Defensive Midfield,fsv mainz,1.87,3000000.0
nadiem amiri,Bundesliga,2024-2025,Central Midfield,fsv mainz,1.8,20000000.0
daniel gleiber,Bundesliga,2024-2025,Central Midfield,fsv mainz,1.81,225000.0
paul nebel,Bundesliga,2024-2025,Attacking Midfield,fsv mainz,1.69,24000000.0
hyunseok hong,Bundesliga,2024-2025,Attacking Midfield,fsv mainz,1.77,3500000.0
jaesung lee,Bundesliga,2024-2025,Attacking Midfield,fsv mainz,1.8,2500000.0
marco richter,Bundesliga,2024-2025,Attacking Midfield,fsv mainz,1.76,1500000.0
aymen barkok,Bundesliga,2024-2025,Attacking Midfield,fsv mainz,1.89,500000.0
arnaud nordin,Bundesliga,2024-2025,Right Winger,fsv mainz,1.7,5000000.0
gabriel vidovic,Bundesliga,2024-2025,Second Striker,fsv mainz,1.8,3000000.0
armindo sieb,Bundesliga,2024-2025,Second Striker,fsv mainz,1.75,3000000.0
jonathan burkardt,Bundesliga,2024-2025,Centre-Forward,fsv mainz,1.83,35000000.0
nelson weiper,Bundesliga,2024-2025,Centre-Forward,fsv mainz,1.92,10000000.0
karim onisiwo,Bundesliga,2024-2025,Centre-Forward,fsv mainz,1.88,800000.0
finn dahmen,Bundesliga,2024-2025,Goalkeeper,fc augsburg,1.86,9000000.0
nediljko labrovic,Bundesliga,2024-2025,Goalkeeper,fc augsburg,1.96,2500000.0
daniel klein,Bundesliga,2024-2025,Goalkeeper,fc augsburg,1.93,150000.0
chrislain matsima,Bundesliga,2024-2025,Centre-Back,fc augsburg,1.93,22000000.0
felix uduokhai,Bundesliga,2024-2025,Centre-Back,fc augsburg,1.93,7000000.0
cedric zesiger,Bundesliga,2024-2025,Centre-Back,fc augsburg,1.94,7000000.0
keven schlotterbeck,Bundesliga,2024-2025,Centre-Back,fc augsburg,1.88,6000000.0
noahkai banks,Bundesliga,2024-2025,Centre-Back,fc augsburg,1.93,6000000.0
maximilian bauer,Bundesliga,2024-2025,Centre-Back,fc augsburg,1.89,2000000.0
jeffrey gouweleeuw,Bundesliga,2024-2025,Centre-Back,fc augsburg,1.88,1500000.0
reece oxford,Bundesliga,2024-2025,Centre-Back,fc augsburg,1.9,500000.0
felix meiser,Bundesliga,2024-2025,Centre-Back,fc augsburg,1.89,150000.0
david deger,Bundesliga,2024-2025,Centre-Back,fc augsburg,1.79,100000.0
dimitrios giannoulis,Bundesliga,2024-2025,Left-Back,fc augsburg,1.78,3000000.0
mads pedersen,Bundesliga,2024-2025,Left-Back,fc augsburg,1.78,2000000.0
marius wolf,Bundesliga,2024-2025,Right-Back,fc augsburg,1.88,3000000.0
henri koudossou,Bundesliga,2024-2025,Right-Back,fc augsburg,1.8,2000000.0
robert gumny,Bundesliga,2024-2025,Right-Back,fc augsburg,1.82,1500000.0
kristijan jakic,Bundesliga,2024-2025,Defensive Midfield,fc augsburg,1.84,6500000.0
niklas dorsch,Bundesliga,2024-2025,Defensive Midfield,fc augsburg,1.78,3500000.0
tim breithaupt,Bundesliga,2024-2025,Defensive Midfield,fc augsburg,1.92,2500000.0
mahmut kucuksahin,Bundesliga,2024-2025,Defensive Midfield,fc augsburg,1.82,175000.0
arne engels,Bundesliga,2024-2025,Central Midfield,fc augsburg,1.85,12000000.0
frank onyeka,Bundesliga,2024-2025,Central Midfield,fc augsburg,1.83,7000000.0
arne maier,Bundesliga,2024-2025,Central Midfield,fc augsburg,1.86,4000000.0
elvis rexhbecaj,Bundesliga,2024-2025,Central Midfield,fc augsburg,1.82,3500000.0
alexis claudemaurice,Bundesliga,2024-2025,Attacking Midfield,fc augsburg,1.76,12000000.0
mert komur,Bundesliga,2024-2025,Attacking Midfield,fc augsburg,1.83,5000000.0
fredrik jensen,Bundesliga,2024-2025,Attacking Midfield,fc augsburg,1.83,3500000.0
juan cabrera,Bundesliga,2024-2025,Attacking Midfield,fc augsburg,1.88,300000.0
ruben vargas,Bundesliga,2024-2025,Left Winger,fc augsburg,1.79,7000000.0
yusuf kabadayi,Bundesliga,2024-2025,Left Winger,fc augsburg,1.86,1500000.0
phillip tietz,Bundesliga,2024-2025,Centre-Forward,fc augsburg,1.9,5000000.0
samuel essende,Bundesliga,2024-2025,Centre-Forward,fc augsburg,1.93,4500000.0
mergim berisha,Bundesliga,2024-2025,Centre-Forward,fc augsburg,1.88,3500000.0
steve mounie,Bundesliga,2024-2025,Centre-Forward,fc augsburg,1.89,2000000.0
frederik ronnow,Bundesliga,2024-2025,Goalkeeper,fc union berlin,1.88,3000000.0
alexander schwolow,Bundesliga,2024-2025,Goalkeeper,fc union berlin,1.9,500000.0
carl klaus,Bundesliga,2024-2025,Goalkeeper,fc union berlin,1.89,350000.0
diogo leite,Bundesliga,2024-2025,Centre-Back,fc union berlin,1.9,17000000.0
danilho doekhi,Bundesliga,2024-2025,Centre-Back,fc union berlin,1.9,13000000.0
leopold querfeld,Bundesliga,2024-2025,Centre-Back,fc union berlin,1.9,13000000.0
paul jaeckel,Bundesliga,2024-2025,Centre-Back,fc union berlin,1.86,1000000.0
kevin vogt,Bundesliga,2024-2025,Centre-Back,fc union berlin,1.94,1000000.0
oluwaseun ogbemudia,Bundesliga,2024-2025,Centre-Back,fc union berlin,1.88,
tom rothe,Bundesliga,2024-2025,Left-Back,fc union berlin,1.93,10000000.0
robin gosens,Bundesliga,2024-2025,Left-Back,fc union berlin,1.83,8000000.0
jerome roussillon,Bundesliga,2024-2025,Left-Back,fc union berlin,1.75,800000.0
josip juranovic,Bundesliga,2024-2025,Right-Back,fc union berlin,1.73,4000000.0
christopher trimmel,Bundesliga,2024-2025,Right-Back,fc union berlin,1.89,600000.0
aljoscha kemlein,Bundesliga,2024-2025,Defensive Midfield,fc union berlin,1.87,7000000.0
rani khedira,Bundesliga,2024-2025,Defensive Midfield,fc union berlin,1.89,2500000.0
andras schafer,Bundesliga,2024-2025,Central Midfield,fc union berlin,1.78,5000000.0
laszlo benes,Bundesliga,2024-2025,Central Midfield,fc union berlin,1.81,3000000.0
janik haberer,Bundesliga,2024-2025,Central Midfield,fc union berlin,1.87,2500000.0
lucas tousart,Bundesliga,2024-2025,Central Midfield,fc union berlin,1.84,2500000.0
robert skov,Bundesliga,2024-2025,Left Midfield,fc union berlin,1.85,4000000.0
wooyeong jeong,Bundesliga,2024-2025,Attacking Midfield,fc union berlin,1.79,4000000.0
kevin volland,Bundesliga,2024-2025,Attacking Midfield,fc union berlin,1.79,700000.0
david preu,Bundesliga,2024-2025,Left Winger,fc union berlin,1.72,400000.0
benedict hollerbach,Bundesliga,2024-2025,Centre-Forward,fc union berlin,1.81,12000000.0
yorbe vertessen,Bundesliga,2024-2025,Centre-Forward,fc union berlin,1.74,6000000.0
andrej ilic,Bundesliga,2024-2025,Centre-Forward,fc union berlin,1.89,4000000.0
marin ljubicic,Bundesliga,2024-2025,Centre-Forward,fc union berlin,1.83,4000000.0
jordan,Bundesliga,2024-2025,Centre-Forward,fc union berlin,1.91,3000000.0
tim skarke,Bundesliga,2024-2025,Centre-Forward,fc union berlin,1.81,2000000.0
ivan prtajin,Bundesliga,2024-2025,Centre-Forward,fc union berlin,1.89,1200000.0
michael zetterer,Bundesliga,2024-2025,Goalkeeper,sv werder bremen,1.87,4500000.0
mio backhaus,Bundesliga,2024-2025,Goalkeeper,sv werder bremen,1.94,2000000.0
markus kolke,Bundesliga,2024-2025,Goalkeeper,sv werder bremen,1.87,300000.0
marco friedl,Bundesliga,2024-2025,Centre-Back,sv werder bremen,1.87,12000000.0
niklas stark,Bundesliga,2024-2025,Centre-Back,sv werder bremen,1.9,4000000.0
amos pieper,Bundesliga,2024-2025,Centre-Back,sv werder bremen,1.92,3500000.0
milos veljkovic,Bundesliga,2024-2025,Centre-Back,sv werder bremen,1.88,3000000.0
julian malatini,Bundesliga,2024-2025,Centre-Back,sv werder bremen,1.91,2500000.0
anthony jung,Bundesliga,2024-2025,Centre-Back,sv werder bremen,1.86,1000000.0
mick schmetgens,Bundesliga,2024-2025,Centre-Back,sv werder bremen,1.9,
karim coulibaly,Bundesliga,2024-2025,Centre-Back,sv werder bremen,1.91,
felix agu,Bundesliga,2024-2025,Left-Back,sv werder bremen,1.8,8000000.0
derrick kohn,Bundesliga,2024-2025,Left-Back,sv werder bremen,1.8,5000000.0
olivier deman,Bundesliga,2024-2025,Left-Back,sv werder bremen,1.81,3000000.0
mitchell weiser,Bundesliga,2024-2025,Right-Back,sv werder bremen,1.77,5000000.0
issa kabore,Bundesliga,2024-2025,Right-Back,sv werder bremen,1.8,4000000.0
senne lynen,Bundesliga,2024-2025,Defensive Midfield,sv werder bremen,1.85,9000000.0
skelly alvero,Bundesliga,2024-2025,Defensive Midfield,sv werder bremen,2.02,2500000.0
wesley adeh,Bundesliga,2024-2025,Defensive Midfield,sv werder bremen,1.87,
jens stage,Bundesliga,2024-2025,Central Midfield,sv werder bremen,1.87,14000000.0
leonardo bittencourt,Bundesliga,2024-2025,Central Midfield,sv werder bremen,1.71,1500000.0
romano schmid,Bundesliga,2024-2025,Attacking Midfield,sv werder bremen,1.68,17000000.0
isak hansenaaren,Bundesliga,2024-2025,Attacking Midfield,sv werder bremen,1.73,1000000.0
leon opitz,Bundesliga,2024-2025,Attacking Midfield,sv werder bremen,1.83,600000.0
patrice covic,Bundesliga,2024-2025,Attacking Midfield,sv werder bremen,1.82,
marco grull,Bundesliga,2024-2025,Left Winger,sv werder bremen,1.81,4000000.0
abdenego nankishi,Bundesliga,2024-2025,Left Winger,sv werder bremen,1.78,450000.0
justin njinmah,Bundesliga,2024-2025,Right Winger,sv werder bremen,1.85,7000000.0
marvin ducksch,Bundesliga,2024-2025,Centre-Forward,sv werder bremen,1.88,6000000.0
andre silva,Bundesliga,2024-2025,Centre-Forward,sv werder bremen,1.86,4000000.0
keke topp,Bundesliga,2024-2025,Centre-Forward,sv werder bremen,1.92,4000000.0
oliver burke,Bundesliga,2024-2025,Centre-Forward,sv werder bremen,1.88,3000000.0
maik lukowicz,Bundesliga,2024-2025,Centre-Forward,sv werder bremen,1.89,150000.0
kevin muller,Bundesliga,2024-2025,Goalkeeper,fc heidenheim,1.9,700000.0
frank feller,Bundesliga,2024-2025,Goalkeeper,fc heidenheim,1.83,500000.0
vitus eicher,Bundesliga,2024-2025,Goalkeeper,fc heidenheim,1.91,250000.0
paul tschernuth,Bundesliga,2024-2025,Goalkeeper,fc heidenheim,1.86,100000.0
benedikt gimber,Bundesliga,2024-2025,Centre-Back,fc heidenheim,1.87,3000000.0
patrick mainka,Bundesliga,2024-2025,Centre-Back,fc heidenheim,1.94,3000000.0
tim siersleben,Bundesliga,2024-2025,Centre-Back,fc heidenheim,1.87,2000000.0
thomas keller,Bundesliga,2024-2025,Centre-Back,fc heidenheim,1.86,500000.0
frans kratzig,Bundesliga,2024-2025,Left-Back,fc heidenheim,1.77,3500000.0
jonas fohrenbach,Bundesliga,2024-2025,Left-Back,fc heidenheim,1.84,1500000.0
omar traore,Bundesliga,2024-2025,Right-Back,fc heidenheim,1.87,4000000.0
marnon busch,Bundesliga,2024-2025,Right-Back,fc heidenheim,1.82,1200000.0
lennard maloney,Bundesliga,2024-2025,Defensive Midfield,fc heidenheim,1.88,3500000.0
niklas dorsch,Bundesliga,2024-2025,Defensive Midfield,fc heidenheim,1.78,3500000.0
julian niehues,Bundesliga,2024-2025,Defensive Midfield,fc heidenheim,1.95,1500000.0
luka janes,Bundesliga,2024-2025,Defensive Midfield,fc heidenheim,1.83,200000.0
norman theuerkauf,Bundesliga,2024-2025,Defensive Midfield,fc heidenheim,1.83,175000.0
jan schoppner,Bundesliga,2024-2025,Central Midfield,fc heidenheim,1.9,4000000.0
luca kerber,Bundesliga,2024-2025,Central Midfield,fc heidenheim,1.84,1500000.0
paul wanner,Bundesliga,2024-2025,Attacking Midfield,fc heidenheim,1.85,18000000.0
adrian beck,Bundesliga,2024-2025,Attacking Midfield,fc heidenheim,1.86,2000000.0
denis thomalla,Bundesliga,2024-2025,Attacking Midfield,fc heidenheim,1.86,450000.0
leo scienza,Bundesliga,2024-2025,Left Winger,fc heidenheim,1.75,3000000.0
mathias honsak,Bundesliga,2024-2025,Left Winger,fc heidenheim,1.88,2000000.0
christopher negele,Bundesliga,2024-2025,Left Winger,fc heidenheim,1.72,250000.0
sirlord conteh,Bundesliga,2024-2025,Right Winger,fc heidenheim,1.78,1500000.0
marvin pieringer,Bundesliga,2024-2025,Centre-Forward,fc heidenheim,1.91,5500000.0
budu zivzivadze,Bundesliga,2024-2025,Centre-Forward,fc heidenheim,1.89,2000000.0
maximilian breunig,Bundesliga,2024-2025,Centre-Forward,fc heidenheim,1.95,1500000.0
mikkel kaufmann,Bundesliga,2024-2025,Centre-Forward,fc heidenheim,1.89,1200000.0
stefan schimmer,Bundesliga,2024-2025,Centre-Forward,fc heidenheim,1.85,500000.0
nikola vasilj,Bundesliga,2024-2025,Goalkeeper,fc st pauli,1.93,3500000.0
ben voll,Bundesliga,2024-2025,Goalkeeper,fc st pauli,1.95,500000.0
eric oelschlagel,Bundesliga,2024-2025,Goalkeeper,fc st pauli,1.93,300000.0
sascha burchert,Bundesliga,2024-2025,Goalkeeper,fc st pauli,1.87,200000.0
ronny seibt,Bundesliga,2024-2025,Goalkeeper,fc st pauli,1.91,75000.0
soren ahlers,Bundesliga,2024-2025,Goalkeeper,fc st pauli,1.94,50000.0
eric smith,Bundesliga,2024-2025,Centre-Back,fc st pauli,1.92,5000000.0
david nemeth,Bundesliga,2024-2025,Centre-Back,fc st pauli,1.91,4000000.0
siebe van der heyden,Bundesliga,2024-2025,Centre-Back,fc st pauli,1.85,2500000.0
hauke wahl,Bundesliga,2024-2025,Centre-Back,fc st pauli,1.89,1500000.0
karol mets,Bundesliga,2024-2025,Centre-Back,fc st pauli,1.91,1300000.0
adam dzwigala,Bundesliga,2024-2025,Centre-Back,fc st pauli,1.85,600000.0
emil staugaard,Bundesliga,2024-2025,Centre-Back,fc st pauli,1.92,125000.0
muhammad dahaba,Bundesliga,2024-2025,Centre-Back,fc st pauli,1.94,125000.0
lars ritzka,Bundesliga,2024-2025,Left-Back,fc st pauli,1.85,1000000.0
julien yanda,Bundesliga,2024-2025,Left-Back,fc st pauli,1.83,250000.0
philipp treu,Bundesliga,2024-2025,Right-Back,fc st pauli,1.73,5000000.0
manolis saliakas,Bundesliga,2024-2025,Right-Back,fc st pauli,1.77,3000000.0
fin stevens,Bundesliga,2024-2025,Right-Back,fc st pauli,1.79,500000.0
james sands,Bundesliga,2024-2025,Defensive Midfield,fc st pauli,1.86,3000000.0
marwin schmitz,Bundesliga,2024-2025,Defensive Midfield,fc st pauli,1.8,200000.0
robert wagner,Bundesliga,2024-2025,Central Midfield,fc st pauli,1.81,3000000.0
connor metcalfe,Bundesliga,2024-2025,Central Midfield,fc st pauli,1.83,2500000.0
jackson irvine,Bundesliga,2024-2025,Central Midfield,fc st pauli,1.89,2000000.0
carlo boukhalfa,Bundesliga,2024-2025,Central Midfield,fc st pauli,1.86,2000000.0
erik ahlstrand,Bundesliga,2024-2025,Central Midfield,fc st pauli,1.84,500000.0
danel sinani,Bundesliga,2024-2025,Attacking Midfield,fc st pauli,1.85,1500000.0
noah weihaupt,Bundesliga,2024-2025,Left Winger,fc st pauli,1.81,5000000.0
elias saad,Bundesliga,2024-2025,Left Winger,fc st pauli,1.85,4000000.0
romeo aigbekaen,Bundesliga,2024-2025,Left Winger,fc st pauli,1.89,100000.0
oladapo afolayan,Bundesliga,2024-2025,Right Winger,fc st pauli,1.8,4000000.0
morgan guilavogui,Bundesliga,2024-2025,Right Winger,fc st pauli,1.89,4000000.0
scott banks,Bundesliga,2024-2025,Right Winger,fc st pauli,1.83,500000.0
johannes eggestein,Bundesliga,2024-2025,Centre-Forward,fc st pauli,1.83,2500000.0
abdoulie ceesay,Bundesliga,2024-2025,Centre-Forward,fc st pauli,1.85,500000.0
maurides,Bundesliga,2024-2025,Centre-Forward,fc st pauli,1.89,350000.0
andreas albers,Bundesliga,2024-2025,Centre-Forward,fc st pauli,1.93,300000.0
simon zoller,Bundesliga,2024-2025,Centre-Forward,fc st pauli,1.79,300000.0
timo horn,Bundesliga,2024-2025,Goalkeeper,vfl bochum,1.92,800000.0
patrick drewes,Bundesliga,2024-2025,Goalkeeper,vfl bochum,1.94,500000.0
